sample	chrom	loc.start	loc.end	num.mark	seg.mean	copy	ivg.copy
M019	10	50000	16450000	161	-0.9271	1	-1
M019	10	16550000	18050000	15	-0.1997	2	0
M019	10	18150000	21450000	33	-1.1782	1	-1
M019	10	21550000	133650000	1038	-0.019	2	0
M019	11	250000	49050000	474	-0.0722	2	0
M019	11	49150000	61250000	72	-0.8266	1	-1
M019	11	61350000	72950000	113	0.0683	2	0
M019	11	73050000	115650000	409	-0.852415648	1	-1
M019	11	115750000	130050000	143	-0.0716	2	0
M019	11	130150000	134950000	49	-0.8628	1	-1
M019	12	150000	133150000	1255	-0.0216	2	0
M019	13	18250000	114150000	929	-0.094466631	2	0
M019	14	19750000	68950000	482	-0.044	2	0
M019	14	69050000	93150000	237	-0.9695	1	-1
M019	14	93250000	105950000	122	0.0848	2	0
M019	14	106050000	106850000	9	1.31	4	2
M019	15	17050000	101850000	762	-0.0529	2	0
M019	16	150000	90050000	713	-0.073	2	0
M019	17	150000	83150000	746	-0.0077	2	0
M019	18	250000	80250000	720	-0.0628	2	0
M019	19	350000	19650000	189	0.0622	2	0
M019	19	19750000	22450000	19	1.6001	4	2
M019	19	22550000	58550000	298	0.0121	2	0
M019	20	150000	25750000	252	-0.0921	2	0
M019	20	25850000	30950000	17	0.6159	3	1
M019	20	31350000	64150000	324	-0.0572	2	0
M019	21	7950000	46550000	319	-0.0519	2	0
M019	22	10750000	21950000	46	-0.1023	2	0
M019	22	22050000	23050000	9	0.8491	4	2
M019	22	23150000	25250000	21	-0.0281	2	0
M019	22	25350000	25850000	6	-0.8548	1	-1
M019	22	25950000	50750000	245	-0.0468	2	0
M019	23	250000	2750000	23	0.5574	3	1
M019	23	2850000	155950000	1397	-1.126054402	1	-1
M019	24	2850000	26550000	118	-1.2864	1	-1
M020	1	950000	65250000	620	0.052008548	2	0
M020	1	65350000	104950000	386	-0.7301	1	-1
M020	1	105050000	146050000	157	-0.0643	2	0
M020	1	147050000	171750000	226	-0.745338938	1	-1
M020	1	171850000	248850000	746	0.1082	2	0
M020	2	150000	242050000	2256	0.0424	2	0
M020	3	50000	198050000	1903	0.0124	2	0
M020	4	150000	3250000	30	0.5326	3	1
M020	4	3350000	189950000	1787	0.025	2	0
M020	5	150000	181250000	1704	0.0099	2	0
M020	6	250000	28650000	273	0.0564	2	0
M020	6	28750000	33450000	45	0.6182	3	1
M020	6	33550000	141950000	1023	0.0276	2	0
M020	6	142050000	164450000	221	-0.703	1	-1
M020	6	164550000	170550000	60	0.2987	2	0
M020	7	50000	8550000	83	-0.0108	2	0
M020	7	8650000	9750000	12	-0.6561	1	-1
M020	7	9850000	153150000	1315	0.017817262	2	0
M020	7	153250000	154250000	11	-0.6366	1	-1
M020	7	154350000	159250000	48	0.197	2	0
M020	8	350000	145050000	1360	0.0134	2	0
M020	9	250000	138050000	1053	-0.0083	2	0
M020	10	50000	103250000	950	0.0086	2	0
M020	10	103350000	124950000	213	-0.793	1	-1
M020	10	125050000	133650000	84	0.0763	2	0
M020	11	250000	134950000	1260	-0.0414	2	0
M020	12	150000	106950000	1003	-0.0016	2	0
M020	12	107050000	128950000	213	-0.806949765	1	-1
M020	12	129150000	133150000	39	0.0499	2	0
M020	13	18250000	114150000	929	0.0231	2	0
M020	14	19750000	105850000	840	-0.0182	2	0
M020	14	105950000	106850000	10	1.1859	4	2
M020	15	17050000	101850000	762	-0.0019	2	0
M020	16	150000	90050000	713	-0.0438	2	0
M020	17	150000	83150000	746	0.026	2	0
M020	18	250000	80250000	720	0.0203	2	0
M020	19	350000	15450000	147	0.0151	2	0
M020	19	15550000	17150000	17	0.716	3	1
M020	19	17250000	19650000	25	-0.08	2	0
M020	19	19750000	22450000	19	1.6476	4	2
M020	19	22550000	41650000	138	0.0173	2	0
M020	19	41750000	42950000	13	0.5868	3	1
M020	19	43050000	58550000	147	0.0284	2	0
M020	20	150000	25750000	252	-0.03	2	0
M020	20	25850000	30950000	17	0.6996	3	1
M020	20	31350000	34250000	30	0.0256	2	0
M020	20	34350000	37050000	28	0.5382	3	1
M020	20	37150000	39150000	21	0.0287	2	0
M020	20	39250000	39950000	8	-0.6029	1	-1
M020	20	40050000	64150000	237	0.0198	2	0
M020	21	7950000	10550000	8	0.4925	3	1
M020	21	13250000	46550000	311	0.020633119	2	0
M020	22	10750000	50750000	327	0.022209174	2	0
M020	23	250000	155950000	1420	-1.1223	1	-1
M020	24	2850000	26550000	118	-3.6006	0	-2
M021	1	950000	248850000	2135	0.004578923	2	0
M021	2	150000	242050000	2256	-0.0215	2	0
M021	3	50000	122150000	1164	-0.048434364	2	0
M021	3	122250000	198050000	739	0.541599865	3	1
M021	4	150000	143750000	1364	-0.059408284	2	0
M021	4	143850000	144750000	10	-0.5519	1	-1
M021	4	144850000	189950000	443	-0.114025508	2	0
M021	5	150000	44150000	427	0.4159	3	1
M021	5	44250000	104050000	525	-0.0433	2	0
M021	5	104150000	106950000	28	-0.5373	1	-1
M021	5	107050000	181250000	724	-0.026768923	2	0
M021	6	250000	28650000	273	0.0236	2	0
M021	6	28750000	33450000	45	0.7073	3	1
M021	6	33550000	138550000	990	-0.040357172	2	0
M021	6	138650000	164750000	257	-0.944344747	1	-1
M021	6	164850000	167250000	25	0.066	2	0
M021	6	167350000	168150000	9	-1.0322	1	-1
M021	6	168250000	170550000	23	0.0857	2	0
M021	7	50000	30950000	306	0.9466	4	2
M021	7	31050000	35250000	42	0.6977	3	1
M021	7	35350000	55150000	193	0.9112	4	2
M021	7	55250000	152050000	858	-0.068000117	2	0
M021	7	152150000	152450000	4	0.6545	3	1
M021	7	152550000	159250000	66	-0.093404545	2	0
M021	8	350000	43450000	406	-0.9411	1	-1
M021	8	46950000	145050000	954	-0.040071488	2	0
M021	9	250000	15650000	150	-0.1287	2	0
M021	9	15750000	17550000	18	-1.0946	1	-1
M021	9	17650000	21750000	39	-0.1761	2	0
M021	9	21850000	43350000	169	-1.0185	1	-1
M021	9	65450000	138050000	677	-0.0317774	2	0
M021	10	50000	133650000	1247	-0.047976504	2	0
M021	11	250000	48550000	473	-0.099753911	2	0
M021	11	49050000	49750000	8	-0.8634	1	-1
M021	11	49850000	88750000	325	-0.228752	2	0
M021	11	88850000	89750000	10	-0.7017	1	-1
M021	11	90150000	134950000	444	-0.059796171	2	0
M021	12	150000	133150000	1255	-0.018513466	2	0
M021	13	18250000	61550000	419	-0.015786874	2	0
M021	13	61650000	69750000	80	1.727	4	2
M021	13	69850000	70250000	5	-1.2126	1	-1
M021	13	70350000	70850000	6	1.6893	4	2
M021	13	70950000	75250000	43	-1.1743	1	-1
M021	13	75350000	75650000	4	2.0312	4	2
M021	13	75750000	86550000	105	-1.1054	1	-1
M021	13	86650000	92850000	63	2.585331746	4	2
M021	13	92950000	114150000	204	-1.0225	1	-1
M021	14	19750000	106250000	844	-0.046854147	2	0
M021	14	106350000	106850000	6	0.8699	4	2
M021	15	17050000	29150000	61	1.850304918	4	2
M021	15	29250000	43050000	128	-1.0075	1	-1
M021	15	43150000	48350000	52	-0.0407	2	0
M021	15	48450000	50950000	25	1.3151	4	2
M021	15	51050000	64450000	130	-0.058058462	2	0
M021	15	64550000	65450000	10	1.2721	4	2
M021	15	65550000	66450000	10	0.1935	2	0
M021	15	66550000	68350000	19	1.3719	4	2
M021	15	68450000	91450000	225	0.5252	3	1
M021	15	91550000	101850000	102	-0.9845	1	-1
M021	16	150000	90050000	713	-0.084	2	0
M021	17	150000	83150000	746	0.0294	2	0
M021	18	250000	24250000	174	0.5147	3	1
M021	18	24350000	43550000	190	0.3766	2	0
M021	18	43650000	64350000	201	0.5824	3	1
M021	18	64450000	73950000	95	0.3779	2	0
M021	18	74050000	80250000	60	0.5609	3	1
M021	19	350000	15550000	148	0.0278	2	0
M021	19	15650000	16250000	7	0.5522	3	1
M021	19	16350000	19650000	34	0.0254	2	0
M021	19	19750000	22450000	19	1.2134	4	2
M021	19	22550000	58550000	298	0.0369	2	0
M021	20	150000	28750000	255	-0.103744706	2	0
M021	20	29250000	30950000	14	0.9006	4	2
M021	20	31350000	64150000	324	-0.000351852	2	0
M021	21	7950000	46550000	319	-0.108047022	2	0
M021	22	10750000	21950000	46	-0.058023913	2	0
M021	22	22050000	22850000	7	0.7846	3	1
M021	22	22950000	50750000	274	9.00E-04	2	0
M021	23	250000	1850000	16	-0.405	2	0
M021	23	2150000	155550000	1400	-1.101	1	-1
M021	23	155650000	155950000	4	0.2782	2	0
M021	24	2850000	4250000	6	-4.8441	0	-2
M021	24	5350000	26550000	112	-1.1454	1	-1
M022	1	950000	248850000	2135	0.17707897	2	0
M022	2	150000	242050000	2256	0.1191	2	0
M022	3	50000	126450000	1205	0.087191286	2	0
M022	3	126550000	195550000	675	0.7019	3	1
M022	3	195650000	195950000	4	1.3791	4	2
M022	3	196050000	198050000	19	0.7356	3	1
M022	4	150000	189950000	1817	0.0445	2	0
M022	5	150000	181250000	1704	0.0336	2	0
M022	6	250000	94850000	887	0.074857835	2	0
M022	6	94950000	95350000	4	0.4509	3	1
M022	6	95450000	137950000	411	-0.1293	2	0
M022	6	138050000	169750000	312	-0.5563	1	-1
M022	6	169850000	170550000	8	-0.2496	2	0
M022	7	50000	64150000	570	0.159001228	2	0
M022	7	64750000	65350000	6	0.5232	3	1
M022	7	65750000	159250000	893	0.000932251	2	0
M022	8	350000	82450000	749	-0.027849533	2	0
M022	8	82550000	145050000	611	0.49311473	3	1
M022	9	250000	65450000	377	-0.055349867	2	0
M022	9	68450000	102150000	330	-0.563	1	-1
M022	9	102250000	138050000	346	-0.0471	2	0
M022	10	50000	133650000	1247	-0.05686255	2	0
M022	11	250000	134950000	1260	-0.066942698	2	0
M022	12	150000	133150000	1255	-0.084942869	2	0
M022	13	18250000	96850000	763	-0.119646265	2	0
M022	13	96950000	114150000	166	-0.9575	1	-1
M022	14	19750000	106850000	850	-0.115601647	2	0
M022	15	17050000	22250000	5	0.4717	3	1
M022	15	22750000	23350000	6	-0.5945	1	-1
M022	15	23450000	24050000	7	-0.0693	2	0
M022	15	24150000	24550000	5	-0.5206	1	-1
M022	15	24650000	101850000	739	-0.121939242	2	0
M022	16	150000	90050000	713	-0.141761571	2	0
M022	17	150000	83150000	746	-0.109121448	2	0
M022	18	250000	80250000	720	-0.1923	2	0
M022	19	350000	19650000	189	-0.088373545	2	0
M022	19	19750000	22450000	19	0.7012	3	1
M022	19	22550000	58550000	298	-0.0691	2	0
M022	20	150000	30350000	264	-0.192837879	2	0
M022	20	30450000	30950000	5	0.5987	3	1
M022	20	31350000	64150000	324	-0.134734568	2	0
M022	21	7950000	46550000	319	-0.231	2	0
M022	22	10750000	50750000	327	-0.1596	2	0
M022	23	250000	2750000	23	0.0155	2	0
M022	23	2850000	155950000	1397	-1.212807946	1	-1
M022	24	2850000	26550000	118	-1.5534	1	-1
M023	1	950000	89550000	858	0.0148	2	0
M023	1	89650000	163850000	455	-0.777941099	1	-1
M023	1	163950000	248850000	822	0.0834	2	0
M023	2	150000	88750000	854	-0.0727	2	0
M023	2	88850000	90150000	4	2.6751	4	2
M023	2	91950000	140150000	411	-0.1191	2	0
M023	2	140250000	141150000	10	1.7424	4	2
M023	2	141250000	242050000	977	-0.0124	2	0
M023	3	50000	198050000	1903	-0.0788	2	0
M023	4	150000	189950000	1817	-0.1036	2	0
M023	5	150000	181250000	1704	-0.0881	2	0
M023	6	250000	57150000	545	0.0604	2	0
M023	6	57250000	61050000	16	-1.7041	1	-1
M023	6	61150000	163550000	992	-0.0567	2	0
M023	6	163650000	170550000	69	-0.8617	1	-1
M023	7	50000	159250000	1469	-0.064058067	2	0
M023	8	350000	145050000	1360	-0.046	2	0
M023	9	250000	138050000	1053	-0.0838	2	0
M023	10	50000	21350000	208	-0.6847	1	-1
M023	10	21450000	26250000	49	0.725	3	1
M023	10	26350000	30850000	46	1.438680435	4	2
M023	10	30950000	133650000	944	-0.0401	2	0
M023	11	250000	134950000	1260	-0.0949	2	0
M023	12	150000	8950000	88	-0.026	2	0
M023	12	9050000	9450000	5	3.0686	4	2
M023	12	9550000	133150000	1162	0.0142	2	0
M023	13	18250000	114150000	929	-0.0286	2	0
M023	14	19750000	26750000	69	-0.1682	2	0
M023	14	26850000	27250000	5	-2.6849	0	-2
M023	14	27350000	105950000	767	0.0039	2	0
M023	14	106050000	106850000	9	2.6192	4	2
M023	15	17050000	101850000	762	-0.0303	2	0
M023	16	150000	1950000	19	-0.4664	2	0
M023	16	2050000	2450000	5	2.4479	4	2
M023	16	2550000	90050000	689	0.0314	2	0
M023	17	150000	2750000	27	-0.048755556	2	0
M023	17	2850000	15950000	130	-0.8938	1	-1
M023	17	16050000	16950000	9	0.8124	3	1
M023	17	17050000	26750000	46	-1.0156	1	-1
M023	17	26850000	83150000	534	0.0395	2	0
M023	18	250000	80250000	720	-0.0284	2	0
M023	19	350000	7350000	68	-0.4659	2	0
M023	19	7450000	17150000	96	0.6888	3	1
M023	19	17250000	58550000	342	0.0641	2	0
M023	20	150000	64150000	593	0.0397	2	0
M023	21	7950000	46550000	319	-0.0235	2	0
M023	22	10750000	21950000	46	-0.0534	2	0
M023	22	22050000	23150000	10	2.2051	4	2
M023	22	23250000	39950000	166	0.030736145	2	0
M023	22	40050000	42450000	25	0.6902	3	1
M023	22	42550000	50750000	80	-0.1608	2	0
M023	23	250000	31050000	298	-1.1518	1	-1
M023	23	31150000	33150000	18	0.523	3	1
M023	23	33250000	71050000	314	-1.2714	1	-1
M023	23	71150000	71550000	5	2.8715	4	2
M023	23	71650000	155950000	785	-1.3241	1	-1
M023	24	2850000	26550000	118	-1.515	1	-1
M025	1	950000	38950000	363	0.113	2	0
M025	1	39050000	39550000	6	0.8731	4	2
M025	1	39650000	248850000	1766	0.110093658	2	0
M025	2	150000	242050000	2256	0.0986	2	0
M025	3	50000	8450000	83	-0.8977	1	-1
M025	3	8550000	120850000	1068	0.047054869	2	0
M025	3	120950000	198050000	752	0.6066	3	1
M025	4	150000	189950000	1817	0.0339	2	0
M025	5	150000	181250000	1704	0.0203	2	0
M025	6	250000	170550000	1622	0.026839149	2	0
M025	7	50000	159250000	1469	0.006	2	0
M025	8	350000	145050000	1360	0.106365662	2	0
M025	9	250000	26850000	257	-0.0717	2	0
M025	9	26950000	31250000	43	-0.7189	1	-1
M025	9	31350000	34150000	26	-0.0271	2	0
M025	9	34250000	35050000	9	-0.6748	1	-1
M025	9	35150000	42350000	39	-0.0314	2	0
M025	9	42750000	104150000	352	-0.6085	1	-1
M025	9	104350000	138050000	327	-0.0226	2	0
M025	10	50000	133650000	1247	-0.0595	2	0
M025	11	250000	118250000	1094	-0.065174223	2	0
M025	11	118350000	118850000	6	0.6616	3	1
M025	11	118950000	134950000	160	-0.16297375	2	0
M025	12	150000	133150000	1255	-0.0969	2	0
M025	13	18250000	114150000	929	-0.1284	2	0
M025	14	19750000	105950000	841	-0.1128	2	0
M025	14	106050000	106850000	9	0.8527	4	2
M025	15	17050000	22750000	6	0.7214	3	1
M025	15	22850000	101850000	756	-0.1085	2	0
M025	16	150000	90050000	713	-0.1246	2	0
M025	17	150000	83150000	746	-0.0855	2	0
M025	18	250000	80250000	720	-0.1651	2	0
M025	19	350000	19650000	189	0.0014	2	0
M025	19	19750000	22450000	19	1.1308	4	2
M025	19	22550000	58550000	298	-0.0349	2	0
M025	20	150000	29250000	256	-0.200411719	2	0
M025	20	29350000	30950000	13	0.6645	3	1
M025	20	31350000	64150000	324	-0.1268	2	0
M025	21	7950000	46550000	319	-0.1642	2	0
M025	22	10750000	50750000	327	-0.1076	2	0
M025	23	250000	155950000	1420	-1.180577887	1	-1
M025	24	2850000	26550000	118	-4.2517	0	-2
M027	1	950000	248850000	2135	0.070441452	2	0
M027	2	150000	140150000	1269	0.028195429	2	0
M027	2	140250000	141250000	11	0.6674	3	1
M027	2	141350000	230050000	861	0.030875958	2	0
M027	2	230150000	230550000	5	0.9462	4	2
M027	2	230650000	242050000	110	-0.0163	2	0
M027	3	50000	198050000	1903	0.0144	2	0
M027	4	150000	36650000	351	0.0277	2	0
M027	4	36750000	38250000	16	-0.9495	1	-1
M027	4	38350000	38650000	4	-0.2132	2	0
M027	4	38750000	42650000	38	0.575515789	3	1
M027	4	42750000	189950000	1408	0.0056	2	0
M027	5	150000	181250000	1704	-0.0144	2	0
M027	6	250000	170550000	1622	0.024593527	2	0
M027	7	50000	78750000	691	0.002630391	2	0
M027	7	78950000	85550000	65	0.6561	3	1
M027	7	85650000	92550000	70	1.2178	4	2
M027	7	92650000	106150000	126	0.5581	3	1
M027	7	106250000	109750000	36	0.0386	2	0
M027	7	109850000	111050000	13	-0.9145	1	-1
M027	7	111150000	112850000	17	0.214	2	0
M027	7	112950000	159250000	451	-0.781074058	1	-1
M027	8	350000	109150000	1008	0.0051	2	0
M027	8	109250000	112950000	38	0.4291	3	1
M027	8	113050000	145050000	314	0.057961783	2	0
M027	9	250000	138050000	1053	-0.0059	2	0
M027	10	50000	133650000	1247	-0.019690858	2	0
M027	11	250000	134950000	1260	-0.035699365	2	0
M027	12	150000	133150000	1255	-0.0159	2	0
M027	13	18250000	114150000	929	-0.036	2	0
M027	14	19750000	106850000	850	-0.0373	2	0
M027	15	17050000	101850000	762	-0.0544	2	0
M027	16	150000	90050000	713	-0.0291	2	0
M027	17	150000	21450000	202	-0.0146	2	0
M027	17	21550000	27650000	17	0.5048	3	1
M027	17	27750000	83150000	527	-0.0347	2	0
M027	18	250000	80250000	720	-0.0421	2	0
M027	19	350000	19650000	189	0.1639	2	0
M027	19	19750000	22450000	19	1.233	4	2
M027	19	22550000	58550000	298	0.0305	2	0
M027	20	150000	26150000	254	-0.0548	2	0
M027	20	28750000	30950000	15	0.6822	3	1
M027	20	31350000	64150000	324	-0.0329	2	0
M027	21	7950000	46550000	319	-0.0571	2	0
M027	22	10750000	21950000	46	-0.133463043	2	0
M027	22	22050000	22950000	8	0.7364	3	1
M027	22	23050000	50750000	273	-0.0401	2	0
M027	23	250000	2750000	23	-0.3036	2	0
M027	23	2850000	155950000	1397	-1.043459699	1	-1
M027	24	2850000	26550000	118	-1.1619	1	-1
M029	1	950000	248850000	2135	0.0582	2	0
M029	2	150000	242050000	2256	0.0298	2	0
M029	3	50000	198050000	1903	0.0188	2	0
M029	4	150000	189950000	1817	-0.0066	2	0
M029	5	150000	181250000	1704	-0.0201	2	0
M029	6	250000	170550000	1622	0.024657583	2	0
M029	7	50000	159250000	1469	-0.001454459	2	0
M029	8	350000	145050000	1360	-0.0029	2	0
M029	9	250000	138050000	1053	-0.0142	2	0
M029	10	50000	133650000	1247	-0.0411	2	0
M029	11	250000	134950000	1260	-0.035006587	2	0
M029	12	150000	133150000	1255	-0.0384	2	0
M029	13	18250000	114150000	929	-0.0416	2	0
M029	14	19750000	106350000	845	-0.0453	2	0
M029	14	106450000	106850000	5	0.8376	3	1
M029	15	17050000	22250000	5	0.9176	4	2
M029	15	22750000	101850000	757	-0.0605	2	0
M029	16	150000	90050000	713	-0.0701	2	0
M029	17	150000	83150000	746	-0.021	2	0
M029	18	250000	80250000	720	-0.0599	2	0
M029	19	350000	15450000	147	-0.0028	2	0
M029	19	15550000	15950000	5	0.9912	4	2
M029	19	16050000	19650000	37	-0.1364	2	0
M029	19	19750000	22450000	19	1.236531579	4	2
M029	19	22550000	58550000	298	0.0168	2	0
M029	20	150000	28750000	255	-0.0746	2	0
M029	20	29250000	30950000	14	0.6637	3	1
M029	20	31350000	64150000	324	-0.0607	2	0
M029	21	7950000	10550000	8	0.6683	3	1
M029	21	13250000	46550000	311	-0.1011	2	0
M029	22	10750000	21950000	46	-0.1817	2	0
M029	22	22050000	22950000	8	0.7916	3	1
M029	22	23050000	50750000	273	-0.0793	2	0
M029	23	250000	2750000	23	0.2217	2	0
M029	23	2850000	155950000	1397	-1.092066571	1	-1
M029	24	2850000	26550000	118	-1.1886	1	-1
M030	1	950000	93250000	893	0.0171	2	0
M030	1	93350000	107750000	140	-0.7116	1	-1
M030	1	107850000	248850000	1102	0.0746	2	0
M030	2	150000	242050000	2256	0.027	2	0
M030	3	50000	198050000	1903	0.0012	2	0
M030	4	150000	189950000	1817	0.007273198	2	0
M030	5	150000	181250000	1704	-0.0309	2	0
M030	6	250000	29150000	278	0.0406	2	0
M030	6	29250000	33450000	40	0.5705	3	1
M030	6	33550000	57250000	228	0.0832	2	0
M030	6	57450000	61650000	17	-0.576	1	-1
M030	6	61750000	170550000	1059	0.0342	2	0
M030	7	50000	159250000	1469	0.0228	2	0
M030	8	350000	145050000	1360	0.0113	2	0
M030	9	250000	138050000	1053	-0.0231	2	0
M030	10	50000	133650000	1247	-0.0323	2	0
M030	11	250000	134950000	1260	-0.064852778	2	0
M030	12	150000	133150000	1255	-0.0232	2	0
M030	13	18250000	114150000	929	-0.0109	2	0
M030	14	19750000	106250000	844	-0.040943483	2	0
M030	14	106350000	106850000	6	0.8203	3	1
M030	15	17050000	22250000	5	1.1137	4	2
M030	15	22750000	101850000	757	-0.0751	2	0
M030	16	150000	90050000	713	-0.0752	2	0
M030	17	150000	21550000	203	-0.072	2	0
M030	17	21650000	27450000	14	0.7184	3	1
M030	17	27550000	83150000	529	-0.0361	2	0
M030	18	250000	80250000	720	-0.071	2	0
M030	19	350000	14550000	138	0.0216	2	0
M030	19	14650000	16050000	15	0.4154	3	1
M030	19	16150000	19650000	36	-0.1017	2	0
M030	19	19750000	22450000	19	1.2464	4	2
M030	19	22550000	58550000	298	0.0416	2	0
M030	20	150000	25750000	252	-0.1033	2	0
M030	20	25850000	30950000	17	0.8531	4	2
M030	20	31350000	64150000	324	-0.0732	2	0
M030	21	7950000	46550000	319	-0.0405	2	0
M030	22	10750000	21950000	46	-0.2088	2	0
M030	22	22050000	22950000	8	0.671	3	1
M030	22	23050000	50750000	273	-0.0378	2	0
M030	23	250000	2750000	23	0.6093	3	1
M030	23	2850000	155950000	1397	-1.091329635	1	-1
M030	24	2850000	26550000	118	-1.1346	1	-1
M034	1	950000	1550000	7	0.4423	3	1
M034	1	1650000	248850000	2128	0.044402444	2	0
M034	2	150000	230050000	2141	0.053406072	2	0
M034	2	230150000	230650000	6	0.8865	4	2
M034	2	230750000	242050000	109	-0.0103	2	0
M034	3	50000	177050000	1699	0.0326	2	0
M034	3	177150000	177550000	5	-0.8717	1	-1
M034	3	177650000	187650000	97	0.0406	2	0
M034	3	187750000	188850000	12	0.7219	3	1
M034	3	188950000	198050000	90	0.1628	2	0
M034	4	150000	9650000	89	-0.0646	2	0
M034	4	9750000	10450000	8	-0.7246	1	-1
M034	4	10650000	189950000	1720	0.006748314	2	0
M034	5	150000	123550000	1146	-0.025548168	2	0
M034	5	123850000	124550000	8	0.7157	3	1
M034	5	124650000	158550000	332	0.018845482	2	0
M034	5	158650000	159250000	7	0.6632	3	1
M034	5	159350000	181250000	211	-0.0753	2	0
M034	6	250000	28450000	271	0.0903	2	0
M034	6	28550000	33450000	47	0.7426	3	1
M034	6	33550000	170550000	1304	0.034519172	2	0
M034	7	50000	159250000	1469	-0.013731178	2	0
M034	8	350000	145050000	1360	0.0061	2	0
M034	9	250000	34950000	334	-0.0459	2	0
M034	9	35050000	37450000	25	0.3884	3	1
M034	9	37550000	138050000	694	-0.044076657	2	0
M034	10	50000	133650000	1247	-0.0421	2	0
M034	11	250000	64250000	576	-0.0561	2	0
M034	11	64350000	65650000	14	0.5422	3	1
M034	11	65750000	134950000	670	-0.029486567	2	0
M034	12	150000	91950000	857	0.00831797	2	0
M034	12	92050000	92550000	6	0.8898	4	2
M034	12	92650000	133150000	392	-0.022464286	2	0
M034	13	18250000	114150000	929	-0.0311	2	0
M034	14	19750000	21050000	14	-0.2011	2	0
M034	14	21150000	22550000	14	0.3997	3	1
M034	14	22650000	49750000	266	-0.0996	2	0
M034	14	49850000	50750000	10	0.6064	3	1
M034	14	50850000	105950000	537	-0.0444	2	0
M034	14	106050000	106850000	9	0.9563	4	2
M034	15	17050000	101850000	762	-0.0774	2	0
M034	16	150000	90050000	713	-0.1129	2	0
M034	17	150000	83150000	746	-0.037338874	2	0
M034	18	250000	54950000	472	-0.0763	2	0
